2024-04-12 11:46:02,324 INFO    StreamThr :2961824 [internal.py:wandb_internal():86] W&B internal server running at pid: 2961824, started at: 2024-04-12 11:46:02.322741
2024-04-12 11:46:07,690 DEBUG   SenderThread:2961824 [sender.py:send_request():405] send_request: status_report
2024-04-12 11:46:08,384 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: python_packages
2024-04-12 11:46:12,692 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 11:46:12,692 DEBUG   SenderThread:2961824 [sender.py:send_request():405] send_request: status_report
2024-04-12 11:46:17,694 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 11:46:17,700 DEBUG   SenderThread:2961824 [sender.py:send_request():405] send_request: status_report
2024-04-12 11:46:21,407 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:21,677 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:21,940 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:22,202 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:22,462 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:22,701 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 11:46:22,702 DEBUG   SenderThread:2961824 [sender.py:send_request():405] send_request: status_report
2024-04-12 11:46:22,725 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:22,985 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:23,244 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:23,503 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:23,762 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:24,024 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:24,283 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:24,543 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:24,806 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:25,069 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:25,331 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:25,593 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:25,858 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:26,119 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:26,380 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:26,641 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:26,903 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:27,169 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:27,430 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:27,689 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:27,703 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 11:46:27,704 DEBUG   SenderThread:2961824 [sender.py:send_request():405] send_request: status_report
2024-04-12 11:46:27,949 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:28,211 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:28,470 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:28,734 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:28,994 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:29,254 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:29,513 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:29,775 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:30,032 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:30,291 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:30,553 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:30,814 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:31,075 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:31,338 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:31,601 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:31,860 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:32,126 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:32,391 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:32,652 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:32,705 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 11:46:32,706 DEBUG   SenderThread:2961824 [sender.py:send_request():405] send_request: status_report
2024-04-12 11:46:32,914 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:33,175 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:33,442 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:33,706 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:33,970 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:34,231 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:34,493 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:34,751 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:35,012 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:35,271 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:35,533 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:35,799 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:36,059 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:36,320 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:36,579 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:36,838 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:37,100 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:37,360 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:37,620 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:37,708 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 11:46:37,708 DEBUG   SenderThread:2961824 [sender.py:send_request():405] send_request: status_report
2024-04-12 11:46:37,879 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:38,140 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:38,400 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:38,660 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:38,920 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:39,185 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 11:46:39,446 DEBUG   HandlerThread:2961824 [handler.py:handle_request():146] handle_request: partial_history
